user_id,variant,signup_date,converted,time_to_convert,sessions_7d,retained_7d
5259,treatment,2025-01-04 17:45:50,0,,0,0
5260,treatment,2025-01-29 09:40:52,0,,2,0
5261,treatment,2025-01-02 09:57:05,0,,0,0
5262,treatment,2025-01-03 07:37:11,1,98.89095585396015,3,1
5263,treatment,2025-01-16 04:20:08,0,,0,0
5264,treatment,2025-01-10 08:57:22,0,,2,0
5265,treatment,2025-01-11 08:32:20,0,,1,0
5266,treatment,2025-01-08 07:05:22,0,,0,0
5267,treatment,2025-01-01 22:08:29,1,3.4833416138330664,3,1
5268,treatment,2025-01-05 06:34:37,0,,0,0
5269,treatment,2025-01-23 05:38:06,0,,0,0
5270,treatment,2025-01-23 23:48:42,0,,1,1
5271,treatment,2025-01-16 19:42:28,0,,1,0
5272,treatment,2025-01-21 19:59:27,0,,0,0
5273,treatment,2025-01-02 16:59:18,0,,2,0
5274,treatment,2025-01-27 04:49:37,0,,1,0
5275,treatment,2025-01-25 17:00:11,1,5.061042836594977,1,1
5276,treatment,2025-01-02 10:50:09,0,,0,0
5277,treatment,2025-01-17 11:15:01,0,,1,0
5278,treatment,2025-01-28 15:17:22,0,,1,0
5279,treatment,2025-01-16 14:17:06,0,,1,1
5280,treatment,2025-01-07 03:56:26,0,,0,0
5281,treatment,2025-01-23 00:43:21,0,,1,0
5282,treatment,2025-01-04 00:02:40,1,59.0486726477038,0,0
5283,treatment,2025-01-13 00:44:52,0,,1,1
5284,treatment,2025-01-24 12:34:54,0,,2,0
5285,treatment,2025-01-23 16:44:37,0,,0,0
5286,treatment,2025-01-29 16:47:00,0,,0,0
5287,treatment,2025-01-07 11:36:20,0,,1,0
5288,treatment,2025-01-03 08:59:20,0,,0,0
5289,treatment,2025-01-11 09:22:04,0,,3,0
5290,treatment,2025-01-22 04:51:45,0,,1,0
5291,treatment,2025-01-08 16:20:50,0,,0,0
5292,treatment,2025-01-13 23:40:50,0,,0,0
5293,treatment,2025-01-14 23:21:17,0,,0,0
5294,treatment,2025-01-03 13:18:13,0,,1,1
5295,treatment,2025-01-07 17:06:24,0,,0,0
5296,treatment,2025-01-07 06:04:27,1,28.421919248588186,6,1
5297,treatment,2025-01-03 07:57:21,0,,0,0
5298,treatment,2025-01-21 11:41:51,0,,1,0
5299,treatment,2025-01-18 03:55:37,0,,1,0
5300,treatment,2025-01-25 03:19:07,0,,3,0
5301,treatment,2025-01-09 18:43:37,0,,0,0
5302,treatment,2025-01-08 02:47:54,0,,2,1
5303,treatment,2025-01-27 03:20:14,0,,1,0
5304,treatment,2025-01-14 02:18:41,0,,3,1
5305,treatment,2025-01-19 22:17:14,0,,0,0
5306,treatment,2025-01-28 01:08:51,0,,0,0
5307,treatment,2025-01-18 11:18:32,0,,2,0
5308,treatment,2025-01-01 04:27:57,0,,0,0
5309,treatment,2025-01-08 17:47:58,0,,1,0
5310,treatment,2025-01-25 04:44:52,1,36.90700681867621,4,1
5311,treatment,2025-01-16 16:31:51,0,,2,0
5312,treatment,2025-01-26 22:56:51,0,,0,0
5313,treatment,2025-01-15 23:04:21,0,,0,0
5314,treatment,2025-01-21 12:33:21,0,,2,0
5315,treatment,2025-01-21 02:12:53,1,67.775276687029,8,0
5316,treatment,2025-01-06 05:27:11,1,53.116774422744506,3,0
5317,treatment,2025-01-29 13:52:41,0,,0,0
5318,treatment,2025-01-10 08:37:15,0,,2,0
5319,treatment,2025-01-07 16:51:18,0,,1,0
5320,treatment,2025-01-22 18:55:32,0,,2,0
5321,treatment,2025-01-13 22:54:07,1,3.817985702353943,1,0
5322,treatment,2025-01-03 04:18:37,0,,1,1
5323,treatment,2025-01-04 16:22:49,0,,4,0
5324,treatment,2025-01-13 03:15:14,0,,1,1
5325,treatment,2025-01-17 10:45:53,0,,3,1
5326,treatment,2025-01-03 14:25:16,1,29.007416394489468,4,1
5327,treatment,2025-01-07 08:57:18,0,,0,0
5328,treatment,2025-01-17 23:26:24,0,,2,1
5329,treatment,2025-01-25 01:44:09,0,,0,0
5330,treatment,2025-01-18 15:17:11,0,,0,0
5331,treatment,2025-01-01 04:28:54,0,,2,1
5332,treatment,2025-01-13 19:46:21,1,12.445852293851312,2,1
5333,treatment,2025-01-12 05:34:50,0,,2,1
5334,treatment,2025-01-17 05:19:46,0,,1,1
5335,treatment,2025-01-03 21:58:48,0,,1,0
5336,treatment,2025-01-20 04:24:05,0,,0,0
5337,treatment,2025-01-13 04:50:15,0,,0,0
5338,treatment,2025-01-04 08:18:38,0,,1,0
5339,treatment,2025-01-04 04:58:34,0,,2,0
5340,treatment,2025-01-24 18:17:39,0,,1,0
5341,treatment,2025-01-11 22:10:18,0,,1,1
5342,treatment,2025-01-25 21:55:30,0,,1,0
5343,treatment,2025-01-21 23:09:21,0,,0,0
5344,treatment,2025-01-07 20:28:29,0,,0,0
5345,treatment,2025-01-27 04:17:50,0,,3,0
5346,treatment,2025-01-01 21:10:04,0,,1,1
5347,treatment,2025-01-27 04:11:22,0,,1,0
5348,treatment,2025-01-21 17:44:41,0,,2,0
5349,treatment,2025-01-01 03:32:34,0,,1,0
5350,treatment,2025-01-17 06:01:31,0,,3,1
5351,treatment,2025-01-02 04:33:36,0,,4,1
5352,treatment,2025-01-04 09:04:02,0,,0,0
5353,treatment,2025-01-01 23:26:00,1,3.6740308455229598,5,0
5354,treatment,2025-01-18 18:55:14,0,,0,0
5355,treatment,2025-01-25 18:28:13,0,,0,0
5356,treatment,2025-01-06 14:23:07,0,,1,0
5357,treatment,2025-01-10 08:32:14,0,,2,1
5358,treatment,2025-01-17 05:37:38,1,10.686271918102168,2,1
5359,treatment,2025-01-01 01:03:16,0,,1,1
5360,treatment,2025-01-20 06:19:33,0,,3,0
5361,treatment,2025-01-01 15:43:47,0,,2,0
5362,treatment,2025-01-07 23:09:26,0,,5,0
5363,treatment,2025-01-17 22:17:29,0,,1,0
5364,treatment,2025-01-21 13:44:45,0,,2,0
5365,treatment,2025-01-16 22:49:05,0,,1,0
5366,treatment,2025-01-04 06:46:28,0,,1,0
5367,treatment,2025-01-12 10:26:01,1,26.87826515410421,5,0
5368,treatment,2025-01-03 01:30:53,0,,0,0
5369,treatment,2025-01-07 16:25:43,0,,0,0
5370,treatment,2025-01-13 23:41:13,1,34.06102697587323,5,0
5371,treatment,2025-01-21 18:29:51,1,29.496540463860264,4,1
5372,treatment,2025-01-14 15:59:44,0,,2,0
5373,treatment,2025-01-05 09:03:18,0,,1,0
5374,treatment,2025-01-11 00:43:13,0,,1,0
5375,treatment,2025-01-13 18:58:32,0,,1,0
5376,treatment,2025-01-11 01:03:54,1,8.37788682711578,3,0
5377,treatment,2025-01-19 18:46:57,0,,1,0
5378,treatment,2025-01-14 14:24:28,1,29.182154698827315,4,1
5379,treatment,2025-01-21 03:46:00,0,,1,0
5380,treatment,2025-01-18 01:46:18,0,,1,1
5381,treatment,2025-01-17 19:40:35,0,,2,0
5382,treatment,2025-01-13 06:29:29,0,,0,0
5383,treatment,2025-01-15 04:10:26,0,,1,0
5384,treatment,2025-01-10 11:18:21,0,,0,0
5385,treatment,2025-01-11 13:36:37,0,,0,0
5386,treatment,2025-01-19 06:14:00,0,,0,0
5387,treatment,2025-01-19 16:42:11,0,,1,0
5388,treatment,2025-01-23 14:10:57,0,,1,0
5389,treatment,2025-01-12 22:34:01,0,,0,0
5390,treatment,2025-01-21 01:14:33,0,,0,0
5391,treatment,2025-01-02 13:58:47,1,31.576309004381358,5,0
5392,treatment,2025-01-02 12:22:22,0,,0,0
5393,treatment,2025-01-03 16:20:40,0,,1,0
5394,treatment,2025-01-17 13:17:22,0,,3,0
5395,treatment,2025-01-12 12:51:38,0,,1,0
5396,treatment,2025-01-10 07:27:26,0,,1,0
5397,treatment,2025-01-17 04:48:37,0,,1,1
5398,treatment,2025-01-03 20:26:41,0,,1,0
5399,treatment,2025-01-11 23:11:43,0,,2,1
5400,treatment,2025-01-11 03:31:00,0,,1,1
5401,treatment,2025-01-24 15:23:09,0,,1,0
5402,treatment,2025-01-07 03:13:02,0,,0,0
5403,treatment,2025-01-22 05:43:38,0,,2,0
5404,treatment,2025-01-18 08:20:20,0,,2,0
5405,treatment,2025-01-07 06:15:02,0,,1,0
5406,treatment,2025-01-21 04:30:36,0,,2,0
5407,treatment,2025-01-18 18:28:09,0,,0,0
5408,treatment,2025-01-18 07:09:42,0,,2,0
5409,treatment,2025-01-11 05:49:35,0,,1,1
5410,treatment,2025-01-11 12:01:25,1,41.90398716727468,6,1
5411,treatment,2025-01-03 01:53:14,0,,0,0
5412,treatment,2025-01-12 03:46:18,0,,0,0
5413,treatment,2025-01-04 09:28:21,0,,1,0
5414,treatment,2025-01-02 14:16:58,0,,0,0
5415,treatment,2025-01-15 02:03:48,1,8.272429489441373,3,0
5416,treatment,2025-01-20 11:32:19,0,,0,0
5417,treatment,2025-01-06 15:34:31,0,,0,0
5418,treatment,2025-01-14 09:37:29,0,,1,0
5419,treatment,2025-01-18 23:13:04,0,,0,0
5420,treatment,2025-01-22 22:40:39,0,,3,1
5421,treatment,2025-01-19 09:16:33,0,,1,1
5422,treatment,2025-01-22 01:53:33,0,,1,1
5423,treatment,2025-01-20 12:18:29,0,,2,0
5424,treatment,2025-01-02 07:10:30,0,,1,0
5425,treatment,2025-01-27 18:54:32,0,,2,0
5426,treatment,2025-01-02 05:20:35,1,18.019428428751695,4,0
5427,treatment,2025-01-06 02:20:48,0,,1,0
5428,treatment,2025-01-14 01:07:17,1,2.6176131318326807,5,1
5429,treatment,2025-01-08 15:27:21,0,,1,0
5430,treatment,2025-01-23 22:23:53,0,,2,0
5431,treatment,2025-01-22 01:06:36,0,,1,0
5432,treatment,2025-01-03 16:29:32,0,,0,0
5433,treatment,2025-01-04 02:41:29,0,,0,0
5434,treatment,2025-01-26 18:02:48,0,,1,0
5435,treatment,2025-01-25 12:11:34,1,23.223906417924237,5,0
5436,treatment,2025-01-24 15:54:31,0,,0,0
5437,treatment,2025-01-04 09:13:49,1,44.293574862105025,5,0
5438,treatment,2025-01-17 00:03:00,0,,2,0
5439,treatment,2025-01-20 22:54:57,0,,3,0
5440,treatment,2025-01-29 12:40:02,0,,1,0
5441,treatment,2025-01-25 12:45:45,0,,1,0
5442,treatment,2025-01-23 02:50:11,0,,1,0
5443,treatment,2025-01-05 04:46:49,0,,0,0
5444,treatment,2025-01-09 10:32:51,0,,1,0
5445,treatment,2025-01-06 19:41:51,0,,1,0
5446,treatment,2025-01-13 15:47:10,0,,1,0
5447,treatment,2025-01-03 13:09:08,0,,0,0
5448,treatment,2025-01-03 04:48:38,0,,0,0
5449,treatment,2025-01-08 19:04:23,1,6.885027441260275,6,1
5450,treatment,2025-01-23 04:20:32,1,30.479844471768644,6,0
5451,treatment,2025-01-09 01:43:38,0,,1,0
5452,treatment,2025-01-03 08:48:08,0,,1,0
5453,treatment,2025-01-24 12:08:06,0,,1,0
5454,treatment,2025-01-20 15:02:55,0,,2,1
5455,treatment,2025-01-25 22:32:05,0,,1,1
5456,treatment,2025-01-28 11:06:11,0,,0,0
5457,treatment,2025-01-23 19:47:21,0,,1,0
5458,treatment,2025-01-13 21:32:24,0,,3,0
5459,treatment,2025-01-13 01:38:34,0,,0,0
5460,treatment,2025-01-16 03:58:48,0,,0,0
5461,treatment,2025-01-19 04:57:03,0,,0,0
5462,treatment,2025-01-15 15:03:17,0,,2,1
5463,treatment,2025-01-27 04:35:52,0,,0,0
5464,treatment,2025-01-23 10:05:56,0,,3,0
5465,treatment,2025-01-07 21:17:02,0,,2,0
5466,treatment,2025-01-30 10:31:38,0,,3,0
5467,treatment,2025-01-06 13:28:39,0,,0,0
5468,treatment,2025-01-22 21:29:52,0,,2,0
5469,treatment,2025-01-23 03:28:16,0,,3,0
5470,treatment,2025-01-29 20:29:05,0,,0,0
5471,treatment,2025-01-27 11:12:18,0,,2,0
5472,treatment,2025-01-17 04:36:57,0,,2,0
5473,treatment,2025-01-09 13:10:37,1,14.128270768296392,3,1
5474,treatment,2025-01-17 07:42:46,0,,0,0
5475,treatment,2025-01-30 08:15:13,0,,0,0
5476,treatment,2025-01-13 01:51:37,0,,0,0
5477,treatment,2025-01-26 04:47:51,0,,0,0
5478,treatment,2025-01-03 21:59:47,0,,1,0
5479,treatment,2025-01-26 00:31:26,0,,1,0
5480,treatment,2025-01-18 09:28:34,0,,1,0
5481,treatment,2025-01-10 07:51:52,0,,2,0
5482,treatment,2025-01-09 18:02:48,0,,1,0
5483,treatment,2025-01-17 10:17:59,0,,1,0
5484,treatment,2025-01-02 00:28:26,0,,1,0
5485,treatment,2025-01-22 21:32:47,0,,1,1
5486,treatment,2025-01-08 22:06:28,0,,1,0
5487,treatment,2025-01-13 09:00:50,0,,1,0
5488,treatment,2025-01-03 05:40:20,0,,0,0
5489,treatment,2025-01-14 11:53:11,0,,1,0
5490,treatment,2025-01-06 19:34:00,0,,2,1
5491,treatment,2025-01-09 09:36:40,0,,1,0
5492,treatment,2025-01-07 22:38:54,0,,0,0
5493,treatment,2025-01-19 01:38:39,0,,1,1
5494,treatment,2025-01-30 10:11:18,1,13.104875013924062,3,1
5495,treatment,2025-01-17 16:46:46,0,,0,0
5496,treatment,2025-01-19 21:15:48,0,,2,1
5497,treatment,2025-01-06 16:53:17,1,29.489219829635474,3,0
5498,treatment,2025-01-22 17:29:52,0,,0,0
5499,treatment,2025-01-14 11:57:04,1,14.6620355341129,3,1
5500,treatment,2025-01-18 15:08:51,1,20.143164430921022,4,1
5501,treatment,2025-01-23 02:42:41,0,,2,0
5502,treatment,2025-01-04 08:09:34,0,,0,0
5503,treatment,2025-01-13 15:20:12,0,,1,1
5504,treatment,2025-01-08 05:33:10,0,,0,0
5505,treatment,2025-01-19 13:36:51,0,,0,0
5506,treatment,2025-01-27 21:41:54,0,,2,0
5507,treatment,2025-01-22 11:11:53,0,,0,0
5508,treatment,2025-01-01 11:42:05,0,,1,0
5509,treatment,2025-01-15 06:41:58,0,,1,0
5510,treatment,2025-01-26 17:26:32,0,,1,0
5511,treatment,2025-01-24 14:27:13,0,,0,0
5512,treatment,2025-01-15 07:57:40,0,,0,0
5513,treatment,2025-01-09 06:33:39,0,,2,1
5514,treatment,2025-01-08 08:24:51,0,,0,0
5515,treatment,2025-01-12 19:42:30,0,,1,1
5516,treatment,2025-01-03 01:41:24,1,23.879799593663602,4,0
5517,treatment,2025-01-21 13:08:04,0,,0,0
5518,treatment,2025-01-15 15:11:11,0,,1,1
5519,treatment,2025-01-05 16:06:10,0,,0,0
5520,treatment,2025-01-30 02:23:48,0,,1,0
5521,treatment,2025-01-17 09:24:14,0,,2,0
5522,treatment,2025-01-17 00:59:06,0,,3,0
5523,treatment,2025-01-25 14:39:48,0,,0,0
5524,treatment,2025-01-14 22:54:15,0,,0,0
5525,treatment,2025-01-25 17:45:00,0,,0,0
5526,treatment,2025-01-26 02:47:48,0,,2,0
5527,treatment,2025-01-29 18:24:55,1,48.381709037556845,4,0
5528,treatment,2025-01-17 21:16:36,0,,0,0
5529,treatment,2025-01-26 20:55:17,0,,2,0
5530,treatment,2025-01-02 12:10:05,0,,6,0
5531,treatment,2025-01-30 11:18:07,0,,2,0
5532,treatment,2025-01-11 16:34:40,0,,1,0
5533,treatment,2025-01-16 23:32:44,0,,5,0
5534,treatment,2025-01-26 21:04:53,1,6.560030913094349,1,0
5535,treatment,2025-01-10 23:11:02,0,,0,0
5536,treatment,2025-01-10 03:44:44,0,,0,0
5537,treatment,2025-01-12 12:25:36,0,,0,0
5538,treatment,2025-01-07 08:57:01,0,,0,0
5539,treatment,2025-01-16 20:32:22,0,,1,0
5540,treatment,2025-01-25 12:23:17,0,,1,0
5541,treatment,2025-01-27 21:13:22,0,,1,0
5542,treatment,2025-01-11 19:02:21,0,,0,0
5543,treatment,2025-01-17 17:25:06,0,,1,1
5544,treatment,2025-01-22 23:05:58,0,,2,0
5545,treatment,2025-01-15 21:31:54,1,3.226008468228195,6,0
5546,treatment,2025-01-12 02:01:21,0,,1,0
5547,treatment,2025-01-18 17:36:42,0,,4,0
5548,treatment,2025-01-21 10:46:53,0,,1,1
5549,treatment,2025-01-15 16:58:00,0,,0,0
5550,treatment,2025-01-28 20:59:23,0,,3,0
5551,treatment,2025-01-29 11:01:33,0,,0,0
5552,treatment,2025-01-15 11:40:56,0,,2,0
5553,treatment,2025-01-02 08:21:53,0,,2,0
5554,treatment,2025-01-18 13:21:57,0,,2,0
5555,treatment,2025-01-25 21:44:23,0,,0,0
5556,treatment,2025-01-11 03:05:22,0,,4,0
5557,treatment,2025-01-22 23:17:34,0,,0,0
5558,treatment,2025-01-14 00:34:18,0,,1,0
5559,treatment,2025-01-09 05:30:39,0,,1,1
5560,treatment,2025-01-21 23:01:59,0,,1,0
5561,treatment,2025-01-23 18:31:11,1,34.98994392107886,4,1
5562,treatment,2025-01-10 09:09:44,0,,1,0
5563,treatment,2025-01-30 22:09:30,0,,0,0
5564,treatment,2025-01-19 16:46:15,0,,1,1
5565,treatment,2025-01-15 07:11:38,0,,1,0
5566,treatment,2025-01-14 08:29:54,0,,0,0
5567,treatment,2025-01-06 07:46:16,0,,2,1
5568,treatment,2025-01-17 08:07:51,0,,1,0
5569,treatment,2025-01-08 01:27:01,0,,2,1
5570,treatment,2025-01-16 20:55:30,0,,1,0
5571,treatment,2025-01-05 03:51:02,0,,1,0
5572,treatment,2025-01-17 23:25:20,1,53.22411843935296,6,1
5573,treatment,2025-01-15 00:06:48,0,,0,0
5574,treatment,2025-01-20 04:52:02,0,,1,0
5575,treatment,2025-01-11 14:20:15,1,23.40964848352985,2,0
5576,treatment,2025-01-23 16:28:13,1,17.71647589310288,2,0
5577,treatment,2025-01-13 23:23:02,0,,0,0
5578,treatment,2025-01-14 18:25:54,0,,3,0
5579,treatment,2025-01-25 07:59:32,0,,0,0
5580,treatment,2025-01-07 07:23:02,1,30.023696462001585,3,0
5581,treatment,2025-01-02 08:30:37,0,,0,0
5582,treatment,2025-01-23 07:39:30,0,,3,0
5583,treatment,2025-01-30 14:24:10,1,2.295198718459571,10,1
5584,treatment,2025-01-23 00:30:34,0,,1,0
5585,treatment,2025-01-12 22:12:47,0,,2,0
5586,treatment,2025-01-26 19:15:33,0,,0,0
5587,treatment,2025-01-04 13:00:43,0,,1,0
5588,treatment,2025-01-03 08:57:49,0,,2,1
5589,treatment,2025-01-19 00:55:20,0,,2,0
5590,treatment,2025-01-19 16:55:16,0,,3,0
5591,treatment,2025-01-07 12:14:26,0,,2,1
5592,treatment,2025-01-22 10:01:27,0,,2,0
5593,treatment,2025-01-08 20:21:07,0,,0,0
5594,treatment,2025-01-11 20:51:57,0,,1,0
5595,treatment,2025-01-01 07:45:41,0,,1,0
5596,treatment,2025-01-17 14:03:01,0,,0,0
5597,treatment,2025-01-01 05:05:18,1,9.813233114546106,7,0
5598,treatment,2025-01-08 06:21:08,0,,0,0
5599,treatment,2025-01-02 14:01:38,0,,0,0
5600,treatment,2025-01-14 10:48:50,0,,0,0
5601,treatment,2025-01-20 03:48:37,0,,4,0
5602,treatment,2025-01-18 13:50:19,0,,2,0
5603,treatment,2025-01-02 16:06:31,0,,1,0
5604,treatment,2025-01-12 13:11:30,0,,2,1
5605,treatment,2025-01-22 10:10:03,0,,1,0
5606,treatment,2025-01-26 17:34:09,0,,1,0
5607,treatment,2025-01-20 01:35:06,0,,2,1
5608,treatment,2025-01-26 09:19:53,0,,3,0
5609,treatment,2025-01-12 04:48:13,0,,0,0
5610,treatment,2025-01-29 15:48:00,0,,1,1
5611,treatment,2025-01-23 10:36:23,0,,3,0
5612,treatment,2025-01-16 14:09:25,0,,1,1
5613,treatment,2025-01-25 10:37:34,1,7.211622519217922,3,0
5614,treatment,2025-01-30 14:34:06,0,,1,0
5615,treatment,2025-01-20 10:37:12,0,,0,0
5616,treatment,2025-01-09 03:22:54,0,,0,0
5617,treatment,2025-01-14 08:41:25,0,,1,1
5618,treatment,2025-01-28 04:32:39,0,,2,0
5619,treatment,2025-01-27 00:02:24,0,,0,0
5620,treatment,2025-01-24 04:50:49,0,,0,0
5621,treatment,2025-01-16 23:49:16,0,,1,0
5622,treatment,2025-01-27 15:06:57,0,,1,0
5623,treatment,2025-01-30 01:27:11,0,,2,0
5624,treatment,2025-01-26 02:04:16,0,,1,0
5625,treatment,2025-01-13 01:46:20,0,,0,0
5626,treatment,2025-01-30 02:31:11,0,,0,0
5627,treatment,2025-01-16 09:47:32,0,,1,0
5628,treatment,2025-01-13 00:08:49,0,,1,1
5629,treatment,2025-01-24 11:16:45,1,23.837926045854857,2,0
5630,treatment,2025-01-12 17:52:44,0,,1,0
5631,treatment,2025-01-05 19:00:31,0,,1,0
5632,treatment,2025-01-07 15:17:47,0,,0,0
5633,treatment,2025-01-12 10:54:16,0,,0,0
5634,treatment,2025-01-21 18:56:24,1,25.18702439125573,3,0
5635,treatment,2025-01-12 19:57:58,0,,1,1
5636,treatment,2025-01-10 00:49:45,0,,0,0
5637,treatment,2025-01-24 06:34:49,0,,0,0
5638,treatment,2025-01-20 18:29:12,1,19.33772941077434,5,1
5639,treatment,2025-01-08 05:35:59,0,,1,0
5640,treatment,2025-01-27 20:41:56,0,,3,0
5641,treatment,2025-01-25 01:03:02,0,,2,1
5642,treatment,2025-01-13 02:23:57,0,,1,0
5643,treatment,2025-01-10 13:42:49,0,,0,0
5644,treatment,2025-01-27 02:07:57,1,52.69456004436382,9,1
5645,treatment,2025-01-02 10:06:33,0,,0,0
5646,treatment,2025-01-16 05:21:42,0,,1,0
5647,treatment,2025-01-28 21:26:52,1,6.470152071332432,1,0
5648,treatment,2025-01-30 00:28:14,0,,0,0
5649,treatment,2025-01-29 10:59:39,0,,1,0
5650,treatment,2025-01-15 02:46:01,0,,1,1
5651,treatment,2025-01-01 07:08:02,0,,0,0
5652,treatment,2025-01-09 04:25:02,0,,0,0
5653,treatment,2025-01-14 08:34:54,0,,0,0
5654,treatment,2025-01-14 18:19:37,0,,0,0
5655,treatment,2025-01-11 11:06:27,0,,1,0
5656,treatment,2025-01-04 16:26:19,0,,0,0
5657,treatment,2025-01-09 09:49:08,0,,0,0
5658,treatment,2025-01-24 19:06:07,0,,0,0
5659,treatment,2025-01-08 05:15:38,0,,0,0
5660,treatment,2025-01-11 22:28:39,0,,2,0
5661,treatment,2025-01-05 18:12:06,0,,0,0
5662,treatment,2025-01-05 10:29:12,0,,1,0
5663,treatment,2025-01-12 10:20:48,0,,0,0
5664,treatment,2025-01-10 13:01:21,0,,2,0
5665,treatment,2025-01-24 00:40:45,0,,2,0
5666,treatment,2025-01-29 00:16:01,0,,1,0
5667,treatment,2025-01-11 15:50:04,0,,2,0
5668,treatment,2025-01-14 22:32:53,0,,0,0
5669,treatment,2025-01-18 15:25:46,0,,2,0
5670,treatment,2025-01-08 11:21:11,0,,1,0
5671,treatment,2025-01-29 21:01:48,0,,1,0
5672,treatment,2025-01-14 01:44:58,1,8.719926165712534,3,0
5673,treatment,2025-01-13 05:24:28,0,,1,0
5674,treatment,2025-01-15 19:02:21,0,,2,1
5675,treatment,2025-01-10 06:47:49,0,,1,1
5676,treatment,2025-01-04 14:12:03,0,,0,0
5677,treatment,2025-01-20 15:43:18,0,,0,0
5678,treatment,2025-01-15 23:29:09,0,,1,0
5679,treatment,2025-01-11 20:03:17,0,,1,0
5680,treatment,2025-01-14 05:43:34,0,,1,0
5681,treatment,2025-01-18 14:06:08,0,,0,0
5682,treatment,2025-01-16 16:40:12,0,,2,0
5683,treatment,2025-01-14 05:24:53,0,,1,1
5684,treatment,2025-01-07 05:43:30,1,16.431226004389632,5,0
5685,treatment,2025-01-29 23:52:42,0,,3,1
5686,treatment,2025-01-14 23:30:18,0,,2,0
5687,treatment,2025-01-23 03:57:56,1,12.807715262009602,6,0
5688,treatment,2025-01-18 19:54:13,0,,0,0
5689,treatment,2025-01-03 07:14:26,0,,2,1
5690,treatment,2025-01-23 15:17:22,1,5.578739968555427,4,1
5691,treatment,2025-01-15 11:35:04,0,,2,0
5692,treatment,2025-01-11 08:39:04,0,,0,0
5693,treatment,2025-01-19 22:25:03,1,48.875833712639185,4,1
5694,treatment,2025-01-16 11:26:34,0,,2,1
5695,treatment,2025-01-04 21:37:40,0,,1,1
5696,treatment,2025-01-02 10:00:00,0,,0,0
5697,treatment,2025-01-16 22:49:48,0,,0,0
5698,treatment,2025-01-16 12:30:45,0,,1,1
5699,treatment,2025-01-14 04:27:41,0,,0,0
5700,treatment,2025-01-11 11:17:37,0,,2,0
5701,treatment,2025-01-23 13:42:40,1,6.733744592706864,4,1
5702,treatment,2025-01-05 06:23:28,0,,1,0
5703,treatment,2025-01-09 18:33:23,0,,1,1
5704,treatment,2025-01-22 15:07:25,0,,0,0
5705,treatment,2025-01-16 07:51:42,0,,0,0
5706,treatment,2025-01-29 05:59:39,0,,1,0
5707,treatment,2025-01-13 23:34:07,0,,1,0
5708,treatment,2025-01-27 23:12:28,0,,0,0
5709,treatment,2025-01-13 22:22:04,0,,3,1
5710,treatment,2025-01-29 08:24:40,0,,1,0
5711,treatment,2025-01-14 08:37:10,0,,1,0
5712,treatment,2025-01-09 21:16:49,1,4.392079256415052,4,0
5713,treatment,2025-01-25 22:11:42,0,,3,1
5714,treatment,2025-01-04 02:08:01,0,,0,0
5715,treatment,2025-01-19 21:34:15,0,,2,0
5716,treatment,2025-01-26 12:44:14,0,,1,1
5717,treatment,2025-01-22 10:25:49,0,,1,0
5718,treatment,2025-01-13 06:22:20,0,,1,0
5719,treatment,2025-01-04 10:59:07,0,,2,0
5720,treatment,2025-01-22 13:12:47,0,,1,1
5721,treatment,2025-01-02 05:00:57,0,,0,0
5722,treatment,2025-01-01 09:43:42,0,,1,0
5723,treatment,2025-01-24 02:43:37,0,,4,0
5724,treatment,2025-01-01 08:24:54,0,,0,0
5725,treatment,2025-01-20 11:33:51,0,,1,0
5726,treatment,2025-01-08 17:26:18,0,,0,0
5727,treatment,2025-01-29 08:30:36,0,,1,0
5728,treatment,2025-01-05 05:33:32,0,,1,0
5729,treatment,2025-01-04 04:36:13,0,,1,0
5730,treatment,2025-01-26 22:31:07,0,,0,0
5731,treatment,2025-01-21 20:40:58,0,,0,0
5732,treatment,2025-01-26 07:59:19,0,,1,0
5733,treatment,2025-01-11 10:13:24,0,,1,0
5734,treatment,2025-01-17 11:43:26,0,,1,0
5735,treatment,2025-01-24 11:34:06,0,,1,0
5736,treatment,2025-01-18 12:50:35,0,,1,0
5737,treatment,2025-01-27 02:25:52,0,,2,0
5738,treatment,2025-01-29 19:32:34,0,,0,0
5739,treatment,2025-01-15 18:53:19,0,,0,0
5740,treatment,2025-01-01 23:57:25,0,,0,0
5741,treatment,2025-01-23 19:03:18,0,,0,0
5742,treatment,2025-01-01 20:41:33,0,,2,0
5743,treatment,2025-01-13 15:32:25,1,89.97861579220618,4,0
5744,treatment,2025-01-23 20:50:56,0,,1,0
5745,treatment,2025-01-11 14:06:17,0,,1,1
5746,treatment,2025-01-03 21:12:39,0,,0,0
5747,treatment,2025-01-17 05:59:58,0,,0,0
5748,treatment,2025-01-01 05:49:26,0,,1,0
5749,treatment,2025-01-29 17:10:04,0,,0,0
5750,treatment,2025-01-08 14:03:05,0,,1,0
5751,treatment,2025-01-28 09:30:51,0,,1,0
5752,treatment,2025-01-22 16:23:37,0,,0,0
5753,treatment,2025-01-17 20:29:23,0,,1,0
5754,treatment,2025-01-26 04:13:25,0,,1,0
5755,treatment,2025-01-17 00:31:46,0,,0,0
5756,treatment,2025-01-09 18:37:56,0,,2,0
5757,treatment,2025-01-04 04:09:30,1,11.283285021451285,3,0
5758,treatment,2025-01-29 02:09:29,1,65.92195590193424,4,1
5759,treatment,2025-01-21 15:39:06,0,,2,0
